timestamp,packets_sent,bytes_sent,elapsed_time,packet_rate,bandwidth,cpu_usage,memory_usage,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv,attack_intensity,src_ip,dest_ip
2024-09-22 18:52:24.063034,0,0,162.22409200668335,0.0,0.0,9.0,22.2,65573787,22671926420,319342,16247950,2.0,,192.168.1.100
2024-09-22 18:52:25.126885,0,0,163.2879433631897,0.0,0.0,5.2,22.2,65574475,22671926945,319345,16247952,2.0,,192.168.1.100
2024-09-22 18:52:26.191665,0,0,164.35272312164307,0.0,0.0,3.8,22.2,65575628,22671927719,319352,16247958,2.0,,192.168.1.100
2024-09-22 18:52:27.256770,0,0,165.4178285598755,0.0,0.0,8.4,22.2,65595259,22671932519,319380,16247980,2.0,,192.168.1.100
2024-09-22 18:52:28.323100,0,0,166.4841582775116,0.0,0.0,14.2,22.3,65595947,22671933044,319383,16247982,2.0,,192.168.1.100
2024-09-22 18:52:29.384540,0,0,167.54559779167175,0.0,0.0,4.7,22.3,65597100,22671933818,319390,16247988,2.0,,192.168.1.100
2024-09-22 18:52:30.447861,0,0,168.60891938209534,0.0,0.0,2.9,22.3,65598154,22671935033,319399,16247996,2.0,,192.168.1.100
2024-09-22 18:52:31.509914,0,0,169.67097234725952,0.0,0.0,12.9,22.0,65598842,22671935558,319402,16247998,2.0,,192.168.1.100
2024-09-22 18:52:32.572428,0,0,170.73348665237427,0.0,0.0,6.1,22.1,65618473,22671940358,319430,16248020,2.0,,192.168.1.100
2024-09-22 18:52:33.635128,0,0,171.79618573188782,0.0,0.0,16.0,22.3,65619161,22671940883,319433,16248022,2.0,,192.168.1.100
2024-09-22 18:52:34.702099,0,0,172.8631567955017,0.0,0.0,3.3,22.3,65621002,22671942182,319443,16248030,2.0,,192.168.1.100
2024-09-22 18:52:35.765852,0,0,173.92691016197205,0.0,0.0,7.5,22.3,65621690,22671942707,319446,16248032,2.0,,192.168.1.100
2024-09-22 18:52:36.829704,0,0,174.99076175689697,0.0,0.0,3.8,22.3,65623209,22671944171,319459,16248044,2.0,,192.168.1.100
2024-09-22 18:52:37.892837,0,0,176.05389523506165,0.0,0.0,8.0,22.3,65623897,22671944696,319462,16248046,2.0,,192.168.1.100
2024-09-22 18:52:38.955414,0,0,177.1164722442627,0.0,0.0,14.2,22.7,65643528,22671949496,319490,16248068,2.0,,192.168.1.100
2024-09-22 18:52:40.018620,0,0,178.179678440094,0.0,0.0,4.7,22.3,65644310,22671950087,319494,16248071,2.0,,192.168.1.100
2024-09-22 18:52:41.081539,0,0,179.24259757995605,0.0,0.0,11.0,22.4,65644998,22671950612,319497,16248073,2.0,,192.168.1.100
2024-09-22 18:52:42.145644,0,0,180.30670189857483,0.0,0.0,5.2,22.4,65646451,22671951988,319509,16248084,2.0,,192.168.1.100
2024-09-22 18:52:43.208035,0,0,181.36909294128418,0.0,0.0,6.6,22.4,65647139,22671952513,319512,16248086,2.0,,192.168.1.100
2024-09-22 18:52:44.329520,0,0,182.49057841300964,0.0,0.0,17.5,22.4,65648292,22671953287,319519,16248092,2.0,,192.168.1.100
2024-09-22 18:52:45.398928,0,0,183.5599865913391,0.0,0.0,6.1,22.4,65667458,22671957838,319543,16248110,2.0,,192.168.1.100
2024-09-22 18:52:46.462051,0,0,184.6231095790863,0.0,0.0,15.8,22.4,67115430,22671970955,319616,16248187,2.0,,192.168.1.100
2024-09-22 18:52:47.524803,0,0,185.6858615875244,0.0,0.0,8.0,22.4,67116583,22671971729,319623,16248193,2.0,,192.168.1.100
2024-09-22 18:52:48.587470,0,0,186.74852800369263,0.0,0.0,11.3,22.4,67117571,22671972856,319631,16248200,2.0,,192.168.1.100
2024-09-22 18:52:49.650399,0,0,187.811457157135,0.0,0.0,10.9,22.5,67118724,22671973630,319638,16248206,2.0,,192.168.1.100
2024-09-22 18:52:50.713770,0,0,188.87482810020447,0.0,0.0,5.1,22.5,67149339,22671979286,319669,16248230,2.0,,192.168.1.100
2024-09-22 18:52:51.776482,0,0,189.9375400543213,0.0,0.0,18.7,22.6,67166494,22671995962,319753,16248308,2.0,,192.168.1.100
2024-09-22 18:52:52.839462,0,0,191.0005202293396,0.0,0.0,7.1,22.6,67175410,22672008115,319797,16248352,2.0,,192.168.1.100
2024-09-22 18:52:53.903839,0,0,192.06489753723145,0.0,0.0,12.3,22.6,67241352,22672077974,319876,16248436,2.0,,192.168.1.100
2024-09-22 18:52:54.967903,0,0,193.1289610862732,0.0,0.0,14.6,22.6,67286219,22672127745,320026,16248579,2.0,,192.168.1.100
2024-09-22 18:52:56.035133,0,0,194.1961908340454,0.0,0.0,7.0,22.6,67286973,22672128336,320030,16248582,2.0,,192.168.1.100
